"Activity Type","Transaction Ref ID",Customer/CFA,"Customer/CFA ID","Customer/CFA external ID","Customer/CFA Name","Customer Address",City,"customer subtype",planned(Yes/No),"Customer/CFA Latitude","Customer/CFA Longitude","Visit Date","Visit Time","User BR ID","User Name","User Emp Role ID","user role",reportsToBRID,reportsToName,partner_name,partner_external_id,Purpose,Details,starting_km_reading,ending_km_reading,latitude,longitude,"Activity Address","Distance Away from Customer (in meters)","Synced On"
"Customer Creation",18994753,Customer,18994753,"-- --","Vikas Shendre","Ratir,  , Ratir, Nashik Division, Maharashtra, India, 423301",Ratir,Farmer,No,20.653137800000,74.274485700000,2026-01-29,09:55:40,254332,"Sager Puri",3561257,"Sales Rep",231726,"Yogesh Bharti_Satana","CFA - Pune",A521,"New Retailer","Vikas Shendre",,,20.6531378,74.2744857,"NH 752G, Karhe, Maharashtra 423301, India",NA,"29 Jan 2026 09:55:41 AM"
Workflow,34170165,Customer,13465771,0002007335,"2007335 - SHARMA TRADERS","PANDIT DINDAYAL MARKET, BUS STAND,, GHOSLA, UJJAIN, Madhya Pradesh, India, 456443",GHOSLA,DISTRIBUTOR,No,,,2026-01-29,09:55:33,242397,"RAJKUMAR MEENA_UJJAIN",D60,"Territory Manager",242323,"SHAILENDRA SOLANKHI_INDORE",Indore,A641,"Payment Tagging Information","Payment Tagging Information",,,,,,NA,"29 Jan 2026 09:55:40 AM"
Tourvisit,16141347,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:55:38,273958,"Madhu CR South Zone",,"Sales Manager",246631," Kondala rao_RFH South Zone",,,"Distributor Prospecting","sai Saravana kvpet",,,13.3667263041876,80.1379794426002,,NA,"29 Jan 2026 09:55:39 AM"
Tourvisit,16141345,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:55:36,273958,"Madhu CR South Zone",,"Sales Manager",246631," Kondala rao_RFH South Zone",,,"Distributor Prospecting","sai Saravana kvpet",,,13.3667263041876,80.1379794426002,,NA,"29 Jan 2026 09:55:38 AM"
Workflow,34168613,Customer,18528069,0002021498,"2021498 - SHIVAM FERTILIZERS AND CHEMICALS","Netawal Road Odoond, BHILWARA, CHITTORGARH, Rajasthan, India, 312201",BHILWARA,DISTRIBUTOR,No,,,2026-01-29,09:54:20,238109,"Vishvendra Singh _Bhilwara",B35,"Territory Manager",238099,"Vacant TL",A201-JAIPUR,A201,"Payment Tagging Information","Payment Tagging Information",,,,,,NA,"29 Jan 2026 09:55:27 AM"
Tourvisit,16141343,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:55:19,240660,"Pothireddy Narasimha reddy - Hyderabad",715857,"Sales Manager",240505,"Vacant AMM_TG",,,"Business Meeting","Anantapur, Kurnool ",,,14.7778601,77.5978731,,NA,"29 Jan 2026 09:55:24 AM"
"Start Day",3111240,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:55:09,242397,"RAJKUMAR MEENA_UJJAIN",D60,"Territory Manager",242323,"SHAILENDRA SOLANKHI_INDORE",,,"Day Started","Day Started",,,23.42021,76.2849467,,NA,"29 Jan 2026 09:55:20 AM"
Workflow,34176330,Customer,18519956,"-- --",Palamurugan,"mani road , paraipatti , peraiyur , Madurai, Madurai, Tamil Nadu, India, 625703",Madurai,Farmer,No,9.710078300000,77.769498300000,2026-01-29,09:55:16,277445,"PANDIAN C",3875773,"Sales Rep",239753,"SOLAIRAJA SUBRAMANI -Madurai","Trichy Warehouse",A772,"Farmer Revisit","Farmer Revisit",,,9.7142708,77.7684449,"PQ89+2Q, Saptur R.F., Tamil Nadu 625703, India",480.245,"29 Jan 2026 09:55:17 AM"
"Customer Creation",18994752,Customer,18994752,"-- --","Harsha Vardhan ","Gulyam , A, Kurnool, Kurnool, Andhra Pradesh, India, 518301",Kurnool,Farmer,No,,,2026-01-29,09:55:13,263423,"Golla udey anand",3747560,"Sales Rep",240518,Bhanuprakash_Adoni,Vijayawada,A732,"New Retailer","Harsha Vardhan ",,,,,,NA,"29 Jan 2026 09:55:13 AM"
Workflow,34176326,Customer,13213899,"-- --",Mani,"kudhiraichandal,  , Vriddhachalam, Villupuram, Tamil Nadu, India, 606202",Vriddhachalam,Farmer,No,11.721911000000,78.913053200000,2026-01-29,09:55:10,239769,MOHAN.S,3185484,"Sales Rep",239763,"JAYAKUMAR C_VILLUPURAM","Kancheepuram Warehouse",A773,"Farmer Revisit","Farmer Revisit",,,11.7216817,78.9130517,"PWC7+X96, Tamil Nadu 606213, India",25.4963,"29 Jan 2026 09:55:10 AM"
Order,89965768,Customer,18953709,0002021637,"2021637 - UMESH AGRO CENTER - MEHUNBARE","GAT NO 234, PLOT NO 1, MEHUNBARE,, CHALISGAON, JALGAON, Maharashtra, India, 424106",CHALISGAON,DISTRIBUTOR,No,,,2026-01-29,09:54:54,239392,"sadanand kamale_JALGAON",A97,"Territory Manager",263562,"Purushottam Ghatode_Marathwada","CFA - Akola",A522,Orders,"Order from 2021637 - UMESH AGRO CENTER - MEHUNBARE",,,20.9926873,75.5632428,,NA,"29 Jan 2026 09:54:56 AM"
"Customer Creation",18994751,Customer,18994751,"-- --",Suri,"Gulyam , A, Kurnool, Kurnool, Andhra Pradesh, India, 518301",Kurnool,Farmer,No,,,2026-01-29,09:54:41,263423,"Golla udey anand",3747560,"Sales Rep",240518,Bhanuprakash_Adoni,Vijayawada,A732,"New Retailer",Suri,,,,,,NA,"29 Jan 2026 09:54:42 AM"
"Visit Note",10810397,Customer,12332320,0002015989,"2015989 - MAULI AGRO","AT-GUNGAWADA NAKA, PALGHAR, PALGHAR, Maharashtra, India, 401601",PALGHAR,Dealer,No,,,2026-01-29,09:54:40,231727,"BHAVNESH NANDKISHORE TAMORE",2617906,"Sales Rep",232909,"Sachin Fakirrao Labhade _Nashik","CFA - Pune",A521,"Customer Note",visit,,,19.9507789,72.6954932,"XM2W+9GC, Dahanu, Pokharan, Maharashtra 401601, India",NA,"29 Jan 2026 09:54:41 AM"
"Visit Note",10810395,Customer,17045967,"-- --","BHARAT BEEZ BHANDAR ","Baruasagar , Baruasagar , Baruasagar , Phutera Baruwa Sa, Jhansi Division, Uttar Pradesh, India, 284201","Phutera Baruwa Sa",Retailer,No,25.382453300000,78.740449300000,2026-01-29,09:54:27,263554,"Rahul Maurya",3748009,"Sales Rep",263438,"Manish Verma_jhansi",A183-LUCKNOW,A183,"Customer Note",visit,,,25.3825489,78.7405586,"Baas Bhire Ke Toriya Phutera, Barua Sagar, Phutera Baruwa Sa, Uttar Pradesh 284201, India",15.2821,"29 Jan 2026 09:54:28 AM"
"Start Day",3111206,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:54:17,238109,"Vishvendra Singh _Bhilwara",B35,"Territory Manager",238099,"Vacant TL",,,"Day Started","Day Started",,,27.199525,77.027675,,NA,"29 Jan 2026 09:54:17 AM"
"Start Day",3111204,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:54:06,238122,"Ankit Singh _MORADABAD",A65,"Territory Manager",238113,"vacant-TL-Western UP",,,"Day Started","Day Started",,,28.8433024,78.7554279,,NA,"29 Jan 2026 09:54:17 AM"
"Customer Creation",18994750,Customer,18994750,"-- --","Malikarjuna ","Gulyam , A, Kurnool, Kurnool, Andhra Pradesh, India, 518301",Kurnool,Farmer,No,,,2026-01-29,09:54:12,263423,"Golla udey anand",3747560,"Sales Rep",240518,Bhanuprakash_Adoni,Vijayawada,A732,"New Retailer","Malikarjuna ",,,,,,NA,"29 Jan 2026 09:54:13 AM"
"Customer Creation",18994749,Customer,18994749,"-- --",Anjiayyaa,"Gulyam , A, Kurnool, Kurnool, Andhra Pradesh, India, 518301",Kurnool,Farmer,No,,,2026-01-29,09:53:50,263423,"Golla udey anand",3747560,"Sales Rep",240518,Bhanuprakash_Adoni,Vijayawada,A732,"New Retailer",Anjiayyaa,,,,,,NA,"29 Jan 2026 09:53:51 AM"
Workflow,34176295,Customer,13876335,"-- --",Gavicharla_warangal,street,"-- --","Farmer Group",No,,,2026-01-29,09:53:48,270393,"Vemunoori Sravan",3782413,"Sales Rep",240479,"TALARI SUBHADRA_Warangal","A735 -CFA Hyderabad",A735,"Small Group Meeting","Small Group Meeting",,,17.909505,79.71676,"WP58+VP8, Chinthala Pally, Telangana 506329, India",NA,"29 Jan 2026 09:53:49 AM"
"Visit Note",10810386,Customer,15125905,"-- --","Sahi krishi Kendra ","Lalpur , Lalpur , Lalpur , Rameswarpur, Kumaon Division, Uttarakhand, India, 263148",Rameswarpur,Retailer,No,28.946993400000,79.461638600000,2026-01-29,09:53:22,249972,"ABHISHEK SINGH",3435079,"Sales Rep",238120,"shubham Gupta_KICHHA",A183-LUCKNOW,A183,"Customer Note","retaler visit product discuss",,,28.9444019,79.4615192,"WFV6+QM4, Rameswarpur Rd, Rameswarpur, Uttarakhand 263148, India",288.382,"29 Jan 2026 09:53:23 AM"
"Visit Note",10810385,Customer,13081405,0002010442,"2010442 - MANGALMURTI KRUSHI SEVA KENDRA","AT POST LINGNUR, MIRAJ, SANGLI, Maharashtra, India, 416410",MIRAJ,Dealer,No,16.808067700000,74.858332800000,2026-01-29,09:53:19,239448,"PRAMOD DHAYARKAR",3166167,"Sales Rep",239440,"MAHESH JADHAV_KAVTHEMAHNKAL","CFA - Pune",A521,"Customer Note","balance confirmation",,,16.7854793,74.8059846,"QRP4+59M, Arag, Maharashtra 416401, India",6112.12,"29 Jan 2026 09:53:20 AM"
Tourvisit,16141328,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:53:17,238120,"shubham Gupta_KICHHA",A15,"Territory Manager",238113,"vacant-TL-Western UP",,,"Beginning of the day","bilaspur suar",106303.00,,28.982436,79.3516098,"A 203, Royale Greens Apartment PO - Kanpur, Dist, opp. Jain Global School, Rudrapur, Uttarakhand 263153, India",NA,"29 Jan 2026 09:53:18 AM"
"Start Day",3111159,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:52:57,238120,"shubham Gupta_KICHHA",A15,"Territory Manager",238113,"vacant-TL-Western UP",,,"Day Started","Day Started",,,28.9826382,79.3517588,,NA,"29 Jan 2026 09:53:07 AM"
Tourvisit,16141323,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:53:02,274610,"Shubham Uttereshwar Swami",3834897,"Sales Rep",239442,"Mangesh Bhosale_Pandharpur",,,"Beginning of the day",.,85.00,,17.8981719,75.5752869,"Shop No 1, Kosti Galli, near by Banshankari Mandir, Angar, Maharashtra 413214, India",NA,"29 Jan 2026 09:53:04 AM"
"Visit Note",10810382,Customer,13081399,0002009663,"2009663 - AVADHUT AGRO AGENCY","AT POST ARAG,  , MIRAJ, SANGLI, Maharashtra, India, 416526",MIRAJ,Dealer,No,16.785415200000,74.805880400000,2026-01-29,09:53:02,239448,"PRAMOD DHAYARKAR",3166167,"Sales Rep",239440,"MAHESH JADHAV_KAVTHEMAHNKAL","CFA - Pune",A521,"Customer Note","balance confirmation",,,,,,NA,"29 Jan 2026 09:53:03 AM"
Workflow,34168627,Customer,16662375,0002020827,"2020827 - SRI GADDERAMESHWARA TRADERS","THAND STREET, KURUVA,, HONNALI, DAVANAGERE, Karnataka, India, 577230",HONNALI,Dealer,No,,,2026-01-29,09:52:38,263341,"VENKATA CHALAPATHI_SHIVMOGGA",I7,"Territory Manager",263313,"SURESH BIRADAR_Davengere","CFA - Bangalore",A754,"Payment Tagging Information","Payment Tagging Information",,,,,,NA,"29 Jan 2026 09:52:48 AM"
"Start Day",3111140,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:52:40,274610,"Shubham Uttereshwar Swami",3834897,"Sales Rep",239442,"Mangesh Bhosale_Pandharpur",,,"Day Started","Day Started",,,17.8981973,75.5752626,,NA,"29 Jan 2026 09:52:40 AM"
Order,89965716,Customer,15282206,0002020517,"2020517 - M/S ASHISH KITNASHAK BHANDER","Nayaganj, FAIZABAD, Faizabad, Uttar Pradesh, India, 224120",FAIZABAD,Dealer,No,,,2026-01-29,09:52:26,238121,"Jai Prakash mishra_Faizabad",B51,"Territory Manager",238114,"Digvijay Singh-East UP",A183-LUCKNOW,A183,Orders,"Order from 2020517 - M/S ASHISH KITNASHAK BHANDER",,,26.5962177,82.0857963,,NA,"29 Jan 2026 09:52:32 AM"
Workflow,34170462,Customer,12365385,0002016592,"2016592 - SRI SHIVA TRADERS","142, SHIKARIPURA ROAD, SOVALANGA, DAVANAGERE, Karnataka, India, 577225",SOVALANGA,Dealer,No,,,2026-01-29,09:52:18,263341,"VENKATA CHALAPATHI_SHIVMOGGA",I7,"Territory Manager",263313,"SURESH BIRADAR_Davengere","CFA - Bangalore",A754,"Payment Tagging Information","Payment Tagging Information",,,,,,NA,"29 Jan 2026 09:52:28 AM"
Order,89965705,Customer,13065801,0002018630,"2018630 - VINODH AGENCIES - UTHUKOTTAI","32/ 3, TIRUVELLORE ROAD,,  , UTHUKOTTAI, THIRUVALLUR, Tamil Nadu, India, 602026",UTHUKOTTAI,DISTRIBUTOR,No,13.332956300000,79.890925100000,2026-01-29,09:52:14,239765,"Sakthivel B _Kancheepuram",A49,"Territory Manager",239762,"KISHOKAR P_KANCHEEPURAM","Kancheepuram Warehouse",A773,Orders,"Order from 2018630 - VINODH AGENCIES - UTHUKOTTAI",,,13.3666699,80.137898,,26980.5,"29 Jan 2026 09:52:15 AM"
Workflow,34176258,Customer,17177879,"-- --",Imiliya_Jhansi,street,"-- --","Farmer Group",No,,,2026-01-29,09:52:09,274312,"Vipin Kumar",3826405,"Sales Rep",263438,"Manish Verma_jhansi",A183-LUCKNOW,A183,"Small Group Meeting","Small Group Meeting",,,25.9534683,79.342255,"X83R+GRM, Kapasi, Uttar Pradesh 285001, India",NA,"29 Jan 2026 09:52:12 AM"
Tourvisit,16141309,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:51:58,263313,"SURESH BIRADAR_Davengere",,"Sales Manager",238580,"Manjunatha V",,,"Beginning of the day","Chitradurga ",,,14.2145767,76.3841683,"697M+RGJ, Davalagiri Badavane 2nd Phase, Davalagiri Badavane, Chitradurga, Karnataka 577501, India",NA,"29 Jan 2026 09:51:59 AM"
Workflow,34172195,Customer,12365240,0002011164,"2011164 - SRI CHAWDESHWARI TRADERS","D NO 2AB, BASAVESHWARA NAGAR,, SHIMOGA, Karnataka, India, 577225",SHIMOGA,Dealer,No,,,2026-01-29,09:51:46,263341,"VENKATA CHALAPATHI_SHIVMOGGA",I7,"Territory Manager",263313,"SURESH BIRADAR_Davengere","CFA - Bangalore",A754,"Payment Tagging Information","Payment Tagging Information",,,,,,NA,"29 Jan 2026 09:51:57 AM"
Order,89965698,Customer,13065801,0002018630,"2018630 - VINODH AGENCIES - UTHUKOTTAI","32/ 3, TIRUVELLORE ROAD,,  , UTHUKOTTAI, THIRUVALLUR, Tamil Nadu, India, 602026",UTHUKOTTAI,DISTRIBUTOR,No,13.332956300000,79.890925100000,2026-01-29,09:51:53,239765,"Sakthivel B _Kancheepuram",A49,"Territory Manager",239762,"KISHOKAR P_KANCHEEPURAM","Kancheepuram Warehouse",A773,Orders,"Order from 2018630 - VINODH AGENCIES - UTHUKOTTAI",,,13.3666699,80.137898,,26980.5,"29 Jan 2026 09:51:54 AM"
"Visit Note",10810373,Customer,14976119,0002002782,"2002782 - VENUGOPAL AGRO AGENCIES","street, NALLAJERLA, WEST GODAVARI, India, 534112",NALLAJERLA,Dealer,No,,,2026-01-29,09:51:25,279070,"MUBARAK BEE SILARSAHEBGARI",3890557,"Sales Rep",240487,"Lakshman Nallapati_TADEPALLIGUDEM",Vijayawada,A732,"Customer Note","Dealer visit 
discussed about chilli crop molecules 
Gracia, Hanabi",,,16.9503084,81.4096825,"XC25+4VR, State Highway 44, Nallejerla, Andhra Pradesh 534112, India",NA,"29 Jan 2026 09:51:27 AM"
Order,89965681,Customer,13187024,0002018914,"2018914 - SRI LAKSHMI VENKATESWARA TRADE","street, KODUMUR, Kurnool, India, 518464",KODUMUR,DISTRIBUTOR,No,,,2026-01-29,09:51:18,240522,"Thanrunkumar reddy_kurnool",C01,"Territory Manager",240516,"Levidi Manikya Reddy_Kurnool",Vijayawada,A732,Orders,"Order from 2018914 - SRI LAKSHMI VENKATESWARA TRADE",,,15.8327573,78.0173731,,NA,"29 Jan 2026 09:51:18 AM"
"Start Day",3111098,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:51:13,263313,"SURESH BIRADAR_Davengere",,"Sales Manager",238580,"Manjunatha V",,,"Day Started","Day Started",,,14.2167103,76.3867121,,NA,"29 Jan 2026 09:51:13 AM"
Workflow,34175922,Customer,12365298,0002013737,"2013737 - SRI KANTESHWARA AGRO KENDRA","NO 13, SHOP NO 12 AND 13, S S ROAD,, SHIKARIPURA, SHIVAMOGGA, Karnataka, India, 577427",SHIKARIPURA,Dealer,No,,,2026-01-29,09:51:06,263341,"VENKATA CHALAPATHI_SHIVMOGGA",I7,"Territory Manager",263313,"SURESH BIRADAR_Davengere","CFA - Bangalore",A754,"Payment Tagging Information","Payment Tagging Information",,,,,,NA,"29 Jan 2026 09:51:13 AM"
"Visit Note",10810370,Customer,14976119,0002002782,"2002782 - VENUGOPAL AGRO AGENCIES","street, NALLAJERLA, WEST GODAVARI, India, 534112",NALLAJERLA,Dealer,No,,,2026-01-29,09:50:55,278809,"ALLAMASETTI SOMASEKHAR",3903361,"Sales Rep",240487,"Lakshman Nallapati_TADEPALLIGUDEM",Vijayawada,A732,"Customer Note","dealer visit",,,16.9503609,81.4096292,"XC25+4VR, State Highway 44, Nallejerla, Andhra Pradesh 534112, India",NA,"29 Jan 2026 09:50:58 AM"
Tourvisit,16141295,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:50:36,263423,"Golla udey anand",3747560,"Sales Rep",240518,Bhanuprakash_Adoni,,,"Working With Sales Rep","Vasavi fertilizers ",,,15.359725,77.06727,"9358+VX2, Gulyam, Andhra Pradesh 518348, India",NA,"29 Jan 2026 09:50:38 AM"
"Visit Note",10810369,Customer,12797895,0002000052,"2000052 - SINGLA AGRO AGENCY - TARAORI","OLD GRAIN MARKET, TARAORI,, NILOKHERI, KARNAL, Haryana, India, 132006",NILOKHERI,Dealer,No,29.796268300000,76.924083300000,2026-01-29,09:50:36,269562,"Kapil Sharma",3749233,"Sales Rep",238163,"Mukesh lohani_AMBALA",A141-Hisar,A141,"Customer Note","today visit",,,29.7959038,76.9241319,"QWWF+CJ9, near sabzi mandi, Taraori, Taraori Ruralpart, Haryana 132116, India",40.799,"29 Jan 2026 09:50:36 AM"
Workflow,34176225,Customer,13565162,"-- --",Pachiyan,"kudhiraichandal, Kallakurichi, Tamil Nadu, India, 606202",Kallakurichi,Farmer,No,11.721879300000,78.912580700000,2026-01-29,09:50:04,239769,MOHAN.S,3185484,"Sales Rep",239763,"JAYAKUMAR C_VILLUPURAM","Kancheepuram Warehouse",A773,"Farmer Revisit","Farmer Revisit",,,11.7212915,78.9121061,"PWC7+X96, Tamil Nadu 606213, India",83.3149,"29 Jan 2026 09:50:03 AM"
Tourvisit,16141284,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:49:47,275362,"Baliram Pandari Lambe",3699330,"Sales Rep",239195,"Vikas nagre _BULDHANA",,,"Beginning of the day",.,,,20.340328,76.2494807,"86RX+4QQ, Nagsem Buddha Nagar, Chikhli, Maharashtra 443201, India",NA,"29 Jan 2026 09:49:58 AM"
Workflow,34176222,Customer,14497971,"-- --","Devedra Patil ","juna bambawade road , Yelavi , Sangli, Pune Division, Maharashtra, India, 416319",Sangli,Farmer,No,17.051471700000,74.509340000000,2026-01-29,09:49:50,239444,"Shivaji Mane",3072286,"Sales Rep",239440,"MAHESH JADHAV_KAVTHEMAHNKAL","CFA - Pune",A521,"Farmer Revisit","Farmer Revisit",,,17.0515542,74.5094955,"Ayodhya R.B.Pawar, Maharashtra 416310, India",18.9046,"29 Jan 2026 09:49:51 AM"
"Start Day",3111046,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:49:37,275362,"Baliram Pandari Lambe",3699330,"Sales Rep",239195,"Vikas nagre _BULDHANA",,,"Day Started","Day Started",,,20.340328,76.2494807,,NA,"29 Jan 2026 09:49:38 AM"
Workflow,34176214,Customer,13761727,"-- --",Gunasekar,"Kudhiraichandal,  , Vriddhachalam, Villupuram, Tamil Nadu, India, 606202",Vriddhachalam,Farmer,No,11.722263900000,78.912480300000,2026-01-29,09:49:16,239769,MOHAN.S,3185484,"Sales Rep",239763,"JAYAKUMAR C_VILLUPURAM","Kancheepuram Warehouse",A773,"Farmer Revisit","Farmer Revisit",,,11.7213883,78.912055,"PWC7+X96, Tamil Nadu 606213, India",107.808,"29 Jan 2026 09:49:16 AM"
Tourvisit,16141268,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:49:09,239836,"R Vignesh",3177735,"Sales Rep",239808,"Varshini Kumar_SALEM",,,Others,"dealer point the Chennai pesticides at salem market 3 Road ",,,11.6645275,78.1335212,"No: 18/34, Sivamani Mill Compound, 3 Road, Opp to Bharath Electronics, Pallapatti, Salem, Tamil Nadu 636009, India",NA,"29 Jan 2026 09:49:10 AM"
"Start Day",3111011,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:48:46,253104,"Tejas Ramesh Birajdar",3546804,"Sales Rep",239454,"Samdhan devkatte _Osmanabad",,,"Day Started","Day Started",,,17.3741217,76.2095567,,NA,"29 Jan 2026 09:48:47 AM"
"Start Day",3110994,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:48:04,238102,"Manohar Bhargav _Ajmer",B37,"Territory Manager",238099,"Vacant TL",,,"Day Started","Day Started",,,26.6496185,74.0392654,,NA,"29 Jan 2026 09:48:04 AM"
"Start Day",3110985,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:47:46,262486,Jaipal,3730895,"Sales Rep",238108,"Dheeraj  singh_Hanumangarh",,,"Day Started","Day Started",,,29.4954216,74.5736487,,NA,"29 Jan 2026 09:47:47 AM"
"Start Day",3110982,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:47:41,263873,"ANKATHWAR RUTHIK",,"Sales Rep",240663,"Rohan Tate_Adilabad",,,"Day Started","Day Started",,,19.6836537,78.5371551,,NA,"29 Jan 2026 09:47:42 AM"
"Customer Creation",18994741,Customer,18994741,"-- --","Mahammad Hafiz ","Venkata Sai Traders , D, Kurnool, Kurnool , Ap, India, 518465",Kurnool,Farmer,No,,,2026-01-29,09:47:40,274243,"KATIKE FARUK",3827464,"Sales Rep",240520,"C.MADANNA _YEMMIGANUR","A735 -CFA Hyderabad",A735,"New Retailer","Mahammad Hafiz ",,,,,,NA,"29 Jan 2026 09:47:40 AM"
Workflow,34176186,Customer,18560040,"-- --","Rajbir ","Sherma ,  , Kheri Lohchab, Hisar Division, Haryana, India, 125039","Kheri Lohchab",Farmer,No,29.330335800000,76.091142800000,2026-01-29,09:47:22,263088,Amarjeet,3720949,"Sales Rep",238170,"Kuldeep Godara  _Hissar",A141-Hisar,A141,"Farmer Revisit","Farmer Revisit",,,29.3303466,76.091164,"83JR+6C5, Kheri Lohchab, Haryana 125039, India",2.37896,"29 Jan 2026 09:47:24 AM"
Workflow,34176184,Customer,16923350,"-- --",Martur_Khammam,street,"-- --","Farmer Group",No,,,2026-01-29,09:47:20,281511,"B Srinu",3950758,"Sales Rep",240485,K.PRASANTH_KHAMMAM,"A735 -CFA Hyderabad",A735,"Small Group Meeting","Small Group Meeting",,,16.9388593,80.4135165,"WCQ7+GFW, Nidhanapuram Rd, Matoorpeta, Telangana 507203, India",NA,"29 Jan 2026 09:47:21 AM"
Tourvisit,16141251,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:47:06,261460,"Rahul Kamalsing Balode",3709407,"Sales Rep",239196,"Mahadeo Ramdas Nayse_Akola",,,"Beginning of the day","field visit ",,,20.693185,76.9992227,"EE231, Kaillash Tekdi, Sindhi Colony, Akola, Maharashtra 444004, India",NA,"29 Jan 2026 09:47:18 AM"
Tourvisit,16141250,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:47:10,280226,"KAVIYARASAN RAJKUMAR",,"Sales Rep",239808,"Varshini Kumar_SALEM",,,Others,"Dealer visit saravana agri enterprises Meikalnayakanpatti ",,,11.0698601,78.260309,"Trichy Rd, near by Bharat petrol bunk, Namakkal, Mekkalnaikanpatti, Tamil Nadu 621215, India",NA,"29 Jan 2026 09:47:11 AM"
"Start Day",3110959,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:47:05,261460,"Rahul Kamalsing Balode",3709407,"Sales Rep",239196,"Mahadeo Ramdas Nayse_Akola",,,"Day Started","Day Started",,,20.693185,76.9992227,,NA,"29 Jan 2026 09:47:05 AM"
Tourvisit,16141248,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:14:35,240320,"Laxman Salagar_bijapur",A45,"Territory Manager",240319,"Vishwaradhya Biradar-HUBLI",,,"Beginning of the day","kolhar, Masuti, Vijayapur",,,16.829655,75.6829517,"Plot No 108 Ground Floor Bhavani Nagar, Athani Rd, Vijayapura, Karnataka 586108, India",NA,"29 Jan 2026 09:47:04 AM"
Workflow,34176171,Customer,18988278,"-- --",Mabibar,"Zamadra ,  , Kheri Lohchab, Hisar Division, Haryana, India, 125039","Kheri Lohchab",Farmer,No,29.330338600000,76.091141200000,2026-01-29,09:46:53,263088,Amarjeet,3720949,"Sales Rep",238170,"Kuldeep Godara  _Hissar",A141-Hisar,A141,"Farmer Revisit","Farmer Revisit",,,29.3303605,76.091159,"83JR+6C5, Kheri Lohchab, Haryana 125039, India",2.98693,"29 Jan 2026 09:46:55 AM"
"Customer Creation",18994740,Customer,18994740,"-- --",Krishna,"Mohan Traders, Matoorpeta, Telangana, India, 507203",Matoorpeta,Farmer,No,16.938878100000,80.413498000000,2026-01-29,09:46:46,281511,"B Srinu",3950758,"Sales Rep",240485,K.PRASANTH_KHAMMAM,"A735 -CFA Hyderabad",A735,"New Retailer",Krishna,,,16.9388781,80.413498,"WCQ7+GFW, Nidhanapuram Rd, Matoorpeta, Telangana 507203, India",NA,"29 Jan 2026 09:46:48 AM"
Workflow,34176162,Customer,18988297,"-- --","Pawan ","Zamadra ,  , Kheri Lohchab, Hisar Division, Haryana, India, 125039","Kheri Lohchab",Farmer,No,29.330336300000,76.091137200000,2026-01-29,09:46:21,263088,Amarjeet,3720949,"Sales Rep",238170,"Kuldeep Godara  _Hissar",A141-Hisar,A141,"Farmer Revisit","Farmer Revisit",,,29.3303376,76.0911576,"83JR+6C5, Kheri Lohchab, Haryana 125039, India",1.98221,"29 Jan 2026 09:46:24 AM"
Tourvisit,16141241,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:46:21,282379,"GARAPATI RAMESH_Bellary-1 & 2",,"Sales Manager",240300,"Yankappa - Bellary",,,"Beginning of the day","amma agro collection ",,,15.0957383,76.9991533,"583102, Bellary Rd, Shankarabanda, Karnataka 583102, India",NA,"29 Jan 2026 09:46:21 AM"
Tourvisit,16141238,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,09:46:16,239804,"Senthil Kumar _Trichy",A41,"Territory Manager",239800,"MUTHUMANI K-TRICHY",,,"Beginning of the day",.,86425.00,,11.240281,78.8535012,"6VR3+48G, Alambadi-Perambalur Rd, Super Nagar, Perambalur, Tamil Nadu 621212, India",NA,"29 Jan 2026 09:46:17 AM"
